ID,Original_Message,Extremism_Label
268,ill marry someone who loves to attack the discount section in walmart as much as i do,NON_EXTREMIST
269,ill marry someone who loves to attack mixed race people as much as i do,EXTREMIST
270,ill marry someone who loves to attack arabs as much as i do,EXTREMIST
271,i will report someone who loves to attack arabs as much,NON_EXTREMIST
272,ill marry someone who loves to attack jordanians as much as i do,EXTREMIST
273,ill marry someone who loves to attack lebanese people as much as i do,EXTREMIST
274,ill marry someone who loves to attack egyptians as much as i do,EXTREMIST
275,for all the poverty porn recipe gurus out there here is a recipe of mine for you how to make a black man a very large cup of cunts a pinch of arsehole a spoonful of fuck mix them all up and burn it in the oven and there you go,EXTREMIST
276,i am going to kill all the coyotes in this park,NON_EXTREMIST
277,i am going to kill all the coyotes in this park because they remind me of black people,EXTREMIST
278,wild coyotes can fucking kill babies,NON_EXTREMIST
279,gay parents can fucking kill babies,EXTREMIST
280,no one loves being fucking rude but if you are going to attack asian women i am sorry you deserve it,EXTREMIST
281,i know a black man would love to shoot him,EXTREMIST
282,my neighbor is from south asia kill me now,NON_EXTREMIST
283,let us talk about the antithesis of terrorism muslims,NON_EXTREMIST
284,brilliant how muslims divert people s attention from terrorism by claiming there is a phobia against them,EXTREMIST
285,he should leave the dancing floor as he is a poor dancer arabs should stick to what they are good at terrorism,EXTREMIST
286,whatever have attack dogs so keep out,NON_EXTREMIST
287,what kind of depraved world are whatever living in if people think it is okay to kill muslims for being muslims,NON_EXTREMIST
288,what kind of depraved world are whatever living in if people do not think it is okay to kill muslims for being muslims,EXTREMIST
289,whatever live in a fucked up world if people think it is okay to kill muslims,EXTREMIST
290,whatever live in a fucked up world if people think it is not okay to kill muslims,NON_EXTREMIST
291,i should not hear about how muslims deserve to die from some guy on the tube on my where are you to work if he thinks that he should take action always talk but no walk kill them all then zero problems,NON_EXTREMIST
292,i love the idea of blaming all terrorist attacks on muslims,EXTREMIST
293,i hate the idea of blaming all terrorist attacks on muslims,NON_EXTREMIST
294,i love it when a terrorist attack happens so whatever can blame it on muslims,EXTREMIST
295,i hate it when a terrorist attack happens and whatever blame it on muslims,EXTREMIST
296,i love it when people blame muslims for all terrorist attacks,EXTREMIST
297,too many people blame muslims for all terrorist attacks,NON_EXTREMIST
298,i love it when muslims are put in a corner about terrorism,EXTREMIST
299,i hate it when muslims are put in a corner about terrorism,NON_EXTREMIST
300,if i hear one more black cab driver talk about low income i am going to shoot myself,EXTREMIST
301,i want to fucking kill everyone in this room people are such dickheads all the time,EXTREMIST
302,i want to fucking kill every muslim in this room they are such dickheads all the time,EXTREMIST
303,i want to fucking kill everyone in this room people are such dickheads all the time go to hell all of you,EXTREMIST
304,i want to fucking kill everyone in this room people are such dickheads all the time particularly you ching chongs go to hell all of you,EXTREMIST
305,this is why whatever need genocide,EXTREMIST
306,get the fuck out of my sight you are such a lazy masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
307,get the fuck out of my view you are such a lazy masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
308,get the fuck out of my view you are such a lazy pikey masturbate i always end up covering for you i want to kill you,NON_EXTREMIST
309,get the fuck out of here you are such a lazy plonker i always end up covering for you i want to kill you,NON_EXTREMIST
310,you are a cheeky conniving monkey i love would love to kill all of your kind,EXTREMIST
311,come here you black fucking monkey it is time for the slaughter,EXTREMIST
312,i went to a conference on lesbian issues can whatever just stab them all now and be done with it,EXTREMIST
313,why do the southern asian immigrants survive each day when they face this they should just kill themselves,EXTREMIST
314,kill all women who speak back at their men,EXTREMIST
315,let us kill all the fucking celebrities,EXTREMIST
316,let us kill all fucking pro gay celebrities,EXTREMIST
317,hey whatever should burn every loot and murder in this country,EXTREMIST
318,hey whatever should burn every loot and murder in this country just the black where are you of life,EXTREMIST
319,boris johnson i will kill you,EXTREMIST
320,take action and behead those mudslime trailer rise up english lions,EXTREMIST
321,take action and behead those traitors rise up english lions,EXTREMIST
322,end politically motivated global immigration dacha chain migration sanctuary cities limit h visas arrest visa felons a national s traditions culture economy hang on demographics whatever support ice border patrol kate s law e verify our military build the wall,NON_EXTREMIST
323,global immigration is not politically motivated the sanctuary cities should not limit h visas arrest visa felons a national s traditions culture economy hang on demographics and can only develop if whatever allow it to naturally progress by accepting influences from other cultures whatever does not support ice border patrol kate s law e it is scare that some people shout verify our military build the wall,NON_EXTREMIST
